,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Spain,France,Germany
7242,4381,15671209,Nwora,612,Germany,1,33,6,133680.17,1,1,1,88894.97,1,0,0,0
7243,8278,15667451,Rossi,508,Spain,1,32,6,62397.41,2,0,1,77918.7,0,1,0,0
7244,4147,15727819,McVey,711,France,1,49,2,91095.77,1,1,0,93902.19,1,0,1,0
7245,5870,15749951,Angelo,657,Spain,0,35,3,135335.23,1,0,1,90545.24,0,1,0,0
7246,6259,15610140,Panicucci,550,Spain,1,40,4,120539.46,1,1,1,95872.02,0,1,0,0
7247,9811,15732235,Parsons,652,France,1,39,5,62397.41,2,0,1,136870.92,0,0,1,0
7248,4929,15570141,Blake,588,Germany,0,42,3,129297.22,1,1,0,102436.73,1,0,0,0
7249,3162,15800517,John,569,France,0,42,6,132902.69,3,1,1,130359.0,1,0,1,0
7250,2493,15758836,Flannagan,646,Spain,0,37,3,108047.38,2,1,0,83122.64,0,1,0,0
7251,1319,15696231,Chou,540,France,1,42,6,62397.41,2,1,1,99106.17,0,0,1,0
7252,3992,15585362,Fallaci,617,France,1,52,4,124711.35,2,1,1,74742.79,0,0,1,0
7253,6728,15642885,Tsao,563,Germany,0,47,4,144881.86,2,1,1,62666.55,0,0,0,0
7254,318,15616745,Crowther,666,France,1,46,6,62397.41,2,0,0,128905.43,1,0,1,0
7255,8537,15588955,Rizzo,603,Spain,1,41,6,62397.41,2,0,1,72608.17,0,1,0,0
7256,8252,15705309,Mao,641,France,0,45,4,138020.28,1,1,0,103459.04,0,0,1,0
7257,6026,15685243,Crawford,649,Germany,1,47,4,108192.88,2,0,0,67802.04,1,0,0,0
7258,7252,15569248,Okechukwu,525,Spain,0,49,2,104258.11,2,0,1,76272.97,1,1,0,0
7259,8798,15742681,She,543,France,1,44,5,62397.41,2,1,1,97524.71,0,0,1,0
7260,6865,15756481,Macgroarty,596,Germany,1,34,5,130283.36,2,0,0,113261.22,0,0,0,0
7261,9806,15696361,Russell,660,Germany,1,54,4,118191.53,1,1,1,123752.19,1,0,0,0
7262,8360,15656426,Calabresi,687,France,1,44,5,62397.41,1,1,0,69531.97,1,0,1,0
7263,7484,15617206,Macleod,687,France,1,37,3,126240.32,1,1,1,116476.85,0,0,1,0
7264,6905,15595426,Chidiegwu,641,Germany,1,43,4,104498.5,2,1,0,107800.61,0,0,0,0
7265,7950,15773456,Herz,695,France,1,35,5,124992.29,1,0,1,137748.59,0,0,1,0
7266,6620,15669175,Franklin,504,France,1,44,5,104792.39,1,1,0,118624.36,0,0,1,0
7267,5019,15604345,Romani,732,Spain,0,63,5,138722.88,1,1,1,88451.6,0,1,0,0
7268,9942,15593782,Sleeman,753,France,1,60,3,125061.69,1,1,0,87645.12,1,0,1,0
7269,1618,15648951,Freeman,660,Germany,0,55,6,140331.28,2,1,1,118942.36,0,0,0,0
7270,7363,15625141,Piccio,604,Spain,0,49,5,100495.93,1,1,0,110946.3,0,1,0,0
7271,5987,15771211,Hyde,641,France,1,42,5,127055.69,1,1,0,96666.02,0,0,1,0
7272,1486,15716431,Ferguson,561,France,0,49,7,62397.41,2,0,1,68343.19,0,0,1,0
7273,1095,15668472,Mackenzie,539,France,0,37,4,62397.41,2,1,1,85668.71,0,0,1,0
7274,3479,15576945,Yen,633,Spain,0,42,6,62397.41,1,0,1,95961.08,0,1,0,0
7275,8199,15666252,Golubev,682,France,1,36,2,132759.78,1,1,0,65055.82,0,0,1,0
7276,3118,15601030,Li,592,France,1,40,2,62397.41,2,1,1,123573.52,0,0,1,0
7277,9062,15635240,Chukwukere,661,France,0,42,3,62397.41,2,1,0,126960.48,0,0,1,0
7278,1186,15581871,Kaodilinakachukwu,622,Spain,1,31,5,112055.03,1,1,0,109715.37,0,1,0,0
7279,998,15573171,Dobbs,588,Spain,0,39,5,62397.41,2,0,1,88518.13,0,1,0,0
7280,9024,15723105,L?,700,Germany,0,35,7,124732.39,1,1,0,128120.61,0,0,0,0
7281,5475,15677305,Okwuadigbo,584,Spain,0,41,3,62397.41,2,0,1,87982.07,0,1,0,0
7282,6004,15728480,Chapman,514,Spain,1,40,6,62397.41,1,1,0,113721.78,0,1,0,0
7283,2506,15722350,Sun,608,France,0,52,4,62397.41,2,1,1,59876.02,0,0,1,0
7284,1613,15700383,Peavy,575,France,1,37,4,120268.23,1,1,0,74428.66,0,0,1,0
7285,6421,15754113,Fiorentini,614,France,0,66,5,62397.41,2,1,1,103757.53,0,0,1,0
7286,6882,15732293,Parkes,650,France,0,44,5,110495.2,2,1,1,135843.29,0,0,1,0
7287,9257,15614187,Toscano,642,Germany,0,37,3,134085.1,2,1,1,132244.09,0,0,0,0
7288,1348,15807340,Schofield,605,Germany,1,66,5,119351.44,1,1,0,103509.59,1,0,0,0
7289,9139,15641582,Mordvinova,593,France,1,47,3,103524.89,1,1,0,79680.2,0,0,1,0
7290,3906,15647965,Perry,692,Spain,0,42,5,62397.41,2,0,0,96109.47,0,1,0,0
7291,1076,15692583,Longo,587,Germany,0,50,4,147527.72,1,1,1,109999.8,0,0,0,0
7292,8392,15677249,Clarke,590,Spain,1,55,3,126968.81,1,1,0,136740.03,1,1,0,0
7293,1205,15770405,Schaffer,622,Spain,1,41,3,62397.41,1,1,0,75842.45,0,1,0,0
7294,7656,15784097,Efremov,657,France,1,37,7,62397.41,2,1,0,125912.28,0,0,1,0
7295,3163,15736112,Marino,565,Germany,0,50,5,92318.73,1,1,0,101808.25,0,0,0,0
7296,2874,15805429,Gartrell,633,France,0,44,5,62397.41,1,0,0,135633.73,1,0,1,0
7297,7509,15777179,Ruth,577,France,0,44,4,62397.41,1,1,0,93822.13,1,0,1,0
7298,1579,15694829,Echezonachukwu,626,France,0,39,6,62397.41,2,1,1,123492.35,0,0,1,0
7299,5013,15785078,Okwukwe,614,France,1,32,5,62397.41,2,0,0,113773.89,0,0,1,0
7300,6276,15633950,Vasin,587,Spain,1,40,3,127480.24,2,0,1,61166.88,1,1,0,0
7301,8230,15676353,Gould,675,Germany,0,52,5,128588.29,1,0,1,96973.54,1,0,0,0
7302,1735,15762928,Murray,609,France,0,48,3,62397.41,2,1,0,115778.23,0,0,1,0
7303,5664,15799128,Chinwendu,629,Germany,0,39,5,130405.44,2,0,1,130448.7,0,0,0,0
7304,2651,15635598,Palerma,559,France,0,40,3,103586.97,2,1,0,106657.79,0,0,1,0
7305,1320,15574115,Gould,664,France,1,43,5,137476.75,2,1,0,98333.9,0,0,1,0
7306,1651,15763544,Uspensky,671,France,1,47,3,62397.41,1,1,1,122138.94,0,0,1,0
7307,2594,15647898,Chao,677,Spain,1,50,5,110796.9,1,1,0,138431.3,1,1,0,0
7308,383,15720662,Nebechi,582,France,0,47,6,62397.41,2,0,0,73845.18,0,0,1,0
7309,5670,15679810,Johnstone,668,France,1,42,3,116116.86,2,0,0,129479.47,0,0,1,0
7310,7132,15807294,Sinclair,525,France,1,40,3,119237.5,1,1,0,140637.04,0,0,1,0
7311,4521,15752139,Tien,636,France,0,37,4,121877.12,1,0,0,126160.36,0,0,1,0
7312,2265,15626474,Ibezimako,634,France,1,69,4,62397.41,2,1,1,58059.62,0,0,1,0
7313,4432,15709604,Grant,753,France,1,42,3,62397.41,2,1,0,61347.12,0,0,1,0
7314,3880,15651900,Tang,654,Spain,1,47,2,91440.19,1,1,0,141552.23,1,1,0,0
7315,8417,15742886,Millar,655,France,1,44,6,101420.86,1,0,0,137833.86,1,0,1,0
7316,9032,15615016,Fleming,658,Spain,1,46,4,62397.41,2,1,1,85729.24,0,1,0,0
7317,6179,15588080,Ch'in,639,Spain,1,45,3,140990.96,2,0,1,124121.44,1,1,0,0
7318,8887,15595135,Shen,552,Germany,0,38,6,124947.1,2,1,1,127949.74,0,0,0,0
7319,8466,15739131,Golubev,607,France,1,37,6,121699.95,1,1,1,80513.69,0,0,1,0
7320,1037,15715394,Cattaneo,662,France,0,34,5,90914.59,2,1,1,100189.04,1,0,1,0
7321,9142,15654341,Horrocks,646,France,1,50,2,62397.41,1,1,1,91715.39,1,0,1,0
7322,7279,15755077,Brown,657,Spain,1,47,4,62397.41,2,1,1,68813.47,0,1,0,0
7323,5157,15738318,Anenechukwu,609,Spain,0,38,5,132019.53,1,1,1,81689.33,0,1,0,0
7324,7088,15656683,Richmond,548,Spain,1,34,3,62397.41,1,0,1,105231.44,0,1,0,0
7325,2065,15754929,Wei,658,Spain,1,37,2,62397.41,2,1,1,61341.9,0,1,0,0
7326,5780,15706200,Meng,714,Spain,1,43,5,62397.41,2,0,0,100396.09,0,1,0,0
7327,2028,15806467,Belousov,664,France,0,42,3,157613.25,1,0,1,102825.75,0,0,1,0
7328,5200,15672499,Crumbley,603,France,0,34,6,62397.41,2,1,0,141674.51,0,0,1,0
7329,7477,15658980,Ozerova,619,France,0,44,5,136607.75,1,1,1,142347.04,0,0,1,0
7330,7179,15574879,He,696,France,1,39,4,62397.41,2,1,1,110293.41,0,0,1,0
7331,2602,15656263,Holt,712,Spain,0,42,7,123850.15,1,0,0,119441.82,0,1,0,0
7332,599,15807194,Buley,639,France,1,39,3,110972.19,2,0,0,130340.56,0,0,1,0
7333,7944,15631162,Udinese,718,France,0,55,6,122457.13,2,1,0,70211.8,0,0,1,0
7334,5271,15659098,Wei,660,Spain,1,37,6,155419.14,1,0,0,106517.26,1,1,0,0
7335,331,15689044,King,665,France,1,45,7,62397.41,2,1,1,122494.07,0,0,1,0
7336,9119,15736069,Thornton,694,France,0,43,4,100040.87,1,0,0,72144.47,0,0,1,0
7337,9419,15589715,Wang,565,France,0,32,3,110884.56,1,1,0,72620.63,0,0,1,0
7338,6124,15759555,Meng,601,France,0,40,5,127230.65,2,1,0,112951.81,0,0,1,0
7339,3117,15690673,Becker,648,Spain,0,57,6,117346.31,1,1,1,59143.92,0,1,0,0
7340,2634,15663826,Donoghue,512,France,0,44,6,99439.64,3,1,1,136431.22,1,0,1,0
7341,4297,15600478,Chiu,544,Germany,1,51,5,124688.85,1,1,1,67614.76,0,0,0,0
7342,3601,15633194,Su,729,France,0,44,3,113419.56,1,1,1,109247.81,0,0,1,0
7343,3076,15742172,Chigolum,539,Germany,0,44,5,120024.17,1,0,0,111274.69,0,0,0,0
7344,8658,15598044,Hannah,650,Germany,1,38,2,131843.25,2,1,1,137473.59,0,0,0,0
7345,1565,15603741,Ch'iu,747,France,1,52,5,62397.41,1,0,0,135364.74,1,0,1,0
7346,5488,15648005,P'an,652,France,0,38,5,62397.41,2,1,1,133603.16,0,0,1,0
7347,4308,15598883,Jen,697,France,1,48,3,62397.41,1,1,1,116306.58,0,0,1,0
7348,5715,15570859,Ritchie,671,France,1,36,5,62397.41,2,1,1,99575.74,0,0,1,0
7349,5570,15709412,Nnachetam,665,France,1,56,3,108663.94,1,1,1,127218.31,1,0,1,0
7350,8657,15806941,Robinson,619,France,1,35,5,122152.83,1,0,1,119186.09,0,0,1,0
7351,1389,15813590,Norton,662,France,0,39,4,112685.69,1,1,0,104035.64,0,0,1,0
7352,2785,15599403,Kirby,669,Germany,1,55,6,152904.57,1,1,1,100055.42,0,0,0,0
7353,2196,15691785,Sopuluchukwu,647,France,1,33,4,62397.41,2,1,0,133822.25,0,0,1,0
7354,8313,15659656,Shen,581,Germany,0,45,2,116606.93,2,1,0,111696.52,0,0,0,0
7355,4345,15776494,Nixon,607,Germany,1,37,5,128522.41,2,1,0,130011.44,0,0,0,0
7356,9207,15673591,Vale,609,Germany,0,43,5,119289.32,2,1,1,79679.47,0,0,0,0
7357,3659,15711759,Kwemtochukwu,635,France,0,33,4,62397.41,2,0,1,131417.42,0,0,1,0
7358,8647,15663234,Senior,607,France,1,40,4,62397.41,1,1,1,77955.67,0,0,1,0
7359,5434,15648272,Rowley,690,Spain,0,57,6,123881.74,2,0,1,110379.67,0,1,0,0
7360,7399,15695078,Madukaego,624,France,0,64,6,62397.41,2,1,1,142269.95,0,0,1,0
7361,7930,15634262,Olisaemeka,727,France,0,38,3,62397.41,2,1,1,77145.07,0,0,1,0
7362,5199,15779627,Genovesi,670,France,1,39,4,105233.56,1,1,1,86443.31,0,0,1,0
7363,4512,15624388,Hall,623,France,0,48,6,132691.87,1,1,0,74072.02,0,0,1,0
7364,7027,15801247,Iloerika,676,Germany,0,39,4,106650.43,1,0,1,136937.83,1,0,0,0
7365,134,15681671,Goold,709,Germany,0,44,5,132614.85,1,1,0,84425.33,0,0,0,0
7366,6142,15596011,Bogdanov,619,France,0,44,4,159579.02,2,1,0,120898.38,0,0,1,0
7367,3389,15798885,Koch,590,Spain,1,36,4,62397.41,2,1,0,95271.39,0,1,0,0
7368,6578,15577988,D'Albertis,633,Germany,0,42,5,118762.89,1,1,0,89774.14,0,0,0,0
7369,9951,15571221,Tao,580,France,0,44,4,122832.69,1,1,0,126829.84,1,0,1,0
7370,6695,15599552,Chung,533,Germany,0,43,7,125010.57,2,1,0,120641.86,0,0,0,0
7371,4403,15746012,Swift,643,Spain,1,45,4,62397.41,2,1,1,112087.59,0,1,0,0
7372,9568,15608230,Nnachetam,665,Spain,0,38,6,62397.41,2,1,0,111249.15,0,1,0,0
7373,93,15757897,Tsao,563,France,0,39,4,127104.89,1,1,0,114807.32,0,0,1,0
7374,3690,15625126,Loyau,658,Spain,0,48,4,123991.78,1,1,1,81434.74,0,1,0,0
7375,3778,15665064,Yevseyev,554,Spain,0,62,5,128764.02,2,1,1,124797.34,0,1,0,0
7376,3757,15614847,Lo Duca,652,Spain,0,44,5,100041.16,1,1,0,141930.43,0,1,0,0
7377,3963,15697546,Watkins,566,France,0,42,4,108227.18,1,1,0,102327.87,0,0,1,0
7378,3480,15598070,Onuora,753,Germany,1,44,5,114894.67,1,1,1,57834.88,0,0,0,0
7379,3414,15615140,Serra,753,Germany,0,44,5,109947.64,1,1,0,73104.75,0,0,0,0
7380,6116,15701166,Grant,753,France,0,37,7,139785.35,2,1,0,84201.8,0,0,1,0
7381,8091,15815628,Iadanza,598,Spain,0,40,6,62397.41,3,0,1,88607.55,1,1,0,0
7382,6236,15627232,Moffitt,550,France,0,50,5,123312.26,1,1,0,88350.92,1,0,1,0
7383,8350,15628034,Marcus,709,Germany,1,42,3,126927.01,1,1,1,60316.49,1,0,0,0
7384,9305,15708713,Miller,742,France,1,36,5,62397.41,2,1,0,133469.87,0,0,1,0
7385,3359,15688210,Russo,625,France,0,42,4,62397.41,2,0,0,130361.87,0,0,1,0
7386,8628,15758639,Y?an,631,Spain,1,47,7,130713.41,1,1,0,65475.62,0,1,0,0
7387,2466,15592761,Ignatiev,628,Germany,1,41,5,135161.56,2,1,0,80126.0,0,0,0,0
7388,2206,15671104,Graham,548,Spain,1,37,4,62397.41,2,1,0,110283.26,0,1,0,0
7389,3808,15703820,Lane,588,Spain,1,48,3,62397.41,2,1,0,101816.1,0,1,0,0
7390,9061,15652069,Holloway,565,Spain,0,31,4,95812.43,1,0,1,104384.41,0,1,0,0
7391,1701,15766552,Macdonald,619,France,0,38,5,118483.05,1,1,1,129902.69,0,0,1,0
7392,1264,15627848,Y?an,699,France,1,53,4,62397.41,1,1,0,90316.39,1,0,1,0
7393,9994,15763907,Pan,630,Spain,0,45,4,160170.99,1,1,0,130184.07,1,1,0,0
7394,5418,15666823,Cover,712,Germany,0,42,3,132016.1,1,1,1,130491.42,0,0,0,0
7395,4160,15757607,Avdeeva,631,Spain,0,66,4,62397.41,1,1,1,108543.47,0,1,0,0
7396,9116,15771580,Ting,666,France,0,41,2,62397.41,2,1,0,77404.67,0,0,1,0
7397,7475,15813718,Sanders,652,Spain,0,42,4,62397.41,2,1,1,72762.5,0,1,0,0
7398,9247,15674206,McMorran,546,Spain,0,67,4,112106.83,1,1,1,92035.94,0,1,0,0
7399,320,15736778,Osinachi,658,Spain,0,40,5,62397.41,2,1,0,125656.41,0,1,0,0
7400,1775,15800890,Rowe,664,France,1,50,5,62397.41,1,1,0,84454.23,1,0,1,0
7401,7034,15789546,Roberts,621,France,0,39,3,62397.41,3,0,0,133167.3,1,0,1,0
7402,3234,15793813,Onyemere,622,France,0,39,3,104644.3,1,0,0,73444.77,0,0,1,0
7403,9622,15693764,Ferguson,587,Germany,0,70,3,127904.68,2,1,1,79469.53,0,0,0,0
7404,469,15614491,McMillan,711,France,0,32,3,116394.29,1,1,0,131372.73,0,0,1,0
7405,4477,15791877,Matthias,753,Germany,1,47,5,126358.64,1,1,1,139402.64,1,0,0,0
7406,851,15722083,Brown,620,Spain,1,43,3,62397.41,2,0,0,138749.58,0,1,0,0
7407,910,15629846,Conti,671,Germany,1,37,3,165819.36,2,0,0,85329.17,0,0,0,0
7408,4352,15812832,Calabrese,728,Germany,0,51,7,121754.67,1,1,1,100307.06,1,0,0,0
7409,6916,15596800,Myers,652,France,1,39,3,62397.41,3,0,1,87349.91,1,0,1,0
7410,6366,15751167,Russo,713,Germany,1,39,5,131065.96,2,1,1,129365.16,0,0,0,0
7411,232,15651075,Bradbury,539,Germany,1,39,5,125344.57,2,1,1,124954.61,0,0,0,0
7412,9395,15773221,Hargrave,611,France,1,45,3,62397.41,1,1,1,100574.23,1,0,1,0
7413,9649,15718852,Congreve,534,Spain,0,34,3,62397.41,2,1,0,67035.54,0,1,0,0
7414,7617,15781210,Lujan,700,France,1,32,2,62397.41,2,1,0,95210.88,0,0,1,0
7415,1633,15625151,Trentino,713,France,1,44,4,62397.41,2,1,1,98655.62,0,0,1,0
7416,3426,15707189,Chiang,588,Germany,1,54,3,139049.58,1,1,0,137216.31,1,0,0,0
7417,7664,15577359,Craig,677,France,1,53,3,119462.33,1,0,1,69568.68,0,0,1,0
7418,4238,15674110,McWilliams,584,Germany,1,46,4,133440.7,1,1,1,100080.8,0,0,0,0
7419,5325,15577700,Black,659,France,1,49,3,62397.41,2,1,1,94648.41,0,0,1,0
7420,796,15746490,Tung,623,France,0,42,4,62397.41,1,1,0,75727.0,0,0,1,0
7421,8172,15813132,Teng,631,France,0,47,3,62397.41,3,1,0,101076.16,1,0,1,0
7422,6079,15803965,Schofield,646,Germany,1,36,6,123376.98,1,1,0,114215.27,0,0,0,0
7423,3944,15792916,Williamson,680,France,1,44,6,138916.18,1,1,1,95235.99,0,0,1,0
7424,4470,15627514,Rapuokwu,731,France,1,37,5,106512.54,1,1,0,137606.51,0,0,1,0
7425,3442,15625905,Topp,638,France,1,31,6,62397.41,2,1,1,76370.56,0,0,1,0
7426,2042,15671172,Chienezie,607,France,0,29,4,62397.41,2,1,1,121079.09,0,0,1,0
7427,5340,15662243,Watson,668,France,1,39,5,62397.41,2,1,1,131996.04,0,0,1,0
7428,2575,15667417,Manna,615,Germany,1,50,4,126984.87,1,1,0,111392.25,1,0,0,0
7429,4281,15681316,Pritchard,666,France,1,38,3,62397.41,2,0,0,104114.17,0,0,1,0
7430,7846,15663489,Defalco,727,France,0,44,2,62397.41,1,1,1,91457.11,0,0,1,0
7431,2427,15670898,Brown,638,France,0,34,5,133497.34,1,1,0,57704.17,0,0,1,0
7432,5446,15654060,Johnston,604,Spain,1,60,6,116681.35,1,1,1,67452.79,1,1,0,0
7433,3450,15792102,Kelly,644,France,1,53,5,62397.41,1,1,1,115682.09,0,0,1,0
7434,6679,15743976,Chukwukadibia,644,France,1,47,6,62397.41,1,1,1,96614.21,1,0,1,0
7435,2416,15643752,Levan,736,France,0,42,5,145256.37,1,1,1,131234.02,0,0,1,0
7436,128,15661219,Mellor,684,Germany,0,51,4,126506.43,2,1,0,59312.15,0,0,0,0
7437,8880,15572294,Ross,665,France,0,37,4,111861.72,1,1,1,104470.69,0,0,1,0
7438,4106,15632256,Rischbieth,720,France,1,36,3,62397.41,2,1,1,114010.44,0,0,1,0
7439,73,15673481,Taylor,604,Germany,0,45,6,128435.39,2,1,0,87756.46,0,0,0,0
7440,2435,15744614,Ch'en,595,Spain,0,37,5,117719.97,1,0,0,76176.71,0,1,0,0
7441,3245,15756321,Milne,652,Germany,1,47,3,122538.19,1,1,0,119283.41,1,0,0,0
7442,2905,15693996,Ellis,530,Spain,0,47,5,93404.0,1,1,1,80071.06,0,1,0,0
7443,4156,15745826,Mao,636,France,0,42,5,62397.41,2,0,1,119792.57,0,0,1,0
7444,3774,15690130,McMillan,653,France,1,41,4,111229.73,1,0,1,84360.7,0,0,1,0
7445,6616,15566543,Christie,688,France,1,41,6,62397.41,1,1,0,65846.22,1,0,1,0
7446,1538,15588235,Obioma,666,Germany,0,32,6,99245.6,2,1,0,84471.76,0,0,0,0
7447,6442,15786739,Ballard,652,Germany,1,34,3,120245.47,2,0,0,90919.13,0,0,0,0
7448,2499,15791501,Farrell,617,France,0,43,5,62397.41,2,0,0,114633.34,0,0,1,0
7449,6455,15685805,Christie,583,Germany,0,40,6,129997.39,2,1,1,108466.02,0,0,0,0
7450,7913,15632263,Ankudinova,581,France,1,36,4,139316.48,1,1,1,113325.67,1,0,1,0
7451,1230,15595071,Giordano,668,Spain,0,45,4,151673.96,3,0,1,64481.44,1,1,0,0
7452,8011,15586183,Bevan,625,Spain,0,37,4,139455.26,1,1,0,82976.97,0,1,0,0
7453,9974,15750658,McMillan,627,Spain,0,50,6,62397.41,2,1,0,126346.61,0,1,0,0
7454,7093,15788659,Bennett,602,France,0,41,5,120815.41,2,1,1,91348.61,0,0,1,0
7455,2148,15808760,Kepley,588,France,0,52,3,138521.28,1,0,1,74890.4,0,0,1,0
7456,100,15611551,Palerma,661,Spain,1,44,3,62397.41,2,1,0,142380.66,0,1,0,0
7457,70,15620103,Aleksandrova,592,Spain,0,44,6,105173.94,1,1,0,58178.98,0,1,0,0
7458,7226,15607877,Scott,658,France,0,36,5,62397.41,2,1,1,60393.51,0,0,1,0
7459,5636,15732265,Chin,575,Spain,1,35,3,62397.41,2,1,1,108872.14,0,1,0,0
7460,5877,15774510,Chijindum,647,France,0,54,5,127191.05,1,0,0,138978.65,1,0,1,0
7461,7532,15662238,Muir,665,Germany,0,63,3,124357.2,2,1,1,94269.17,1,0,0,0
7462,1471,15758031,Findlay,611,Germany,1,35,5,112232.32,2,1,0,78111.33,0,0,0,0
7463,4642,15721835,Barclay-Harvey,599,France,0,37,6,115394.2,1,1,1,108975.72,0,0,1,0
7464,6066,15656613,L?,623,France,1,49,7,131924.63,1,1,1,77773.17,0,0,1,0
7465,2218,15686611,Lei,617,Germany,1,59,3,111332.11,1,1,1,121210.2,1,0,0,0
7466,1623,15797204,Muramats,612,France,0,42,2,116452.32,1,1,0,87755.55,0,0,1,0
7467,4941,15761149,Bailey,646,France,1,39,6,112838.87,1,0,0,77076.06,0,0,1,0
7468,4437,15569446,Jamieson,728,France,1,42,3,140182.57,2,1,1,131779.34,0,0,1,0
7469,4942,15710138,Howells,610,Spain,1,41,5,120507.51,1,1,1,87901.47,0,1,0,0
7470,9961,15786249,Conway,623,Spain,1,54,3,62397.41,2,1,1,80392.12,0,1,0,0
7471,9883,15784761,Maclean,753,France,0,40,6,113688.74,1,1,1,59118.68,0,0,1,0
7472,7006,15633181,Aleksandrova,570,France,0,41,6,62397.41,2,0,0,113828.45,0,0,1,0
7473,140,15625395,Glossop,695,France,0,36,6,121220.53,1,1,1,66805.09,0,0,1,0
7474,1885,15711446,Han,607,Germany,1,57,3,137608.37,1,1,1,106442.29,0,0,0,0
7475,5991,15801169,Mitchell,620,Spain,1,48,4,62397.41,2,1,0,108604.43,0,1,0,0
7476,2981,15674932,Gray,665,Spain,1,40,4,90882.43,1,1,0,65158.92,1,1,0,0
7477,1930,15589420,Kerr,663,Germany,0,43,3,133546.28,1,1,1,70796.42,1,0,0,0
7478,6015,15798824,Pisani,601,France,0,57,5,62397.41,2,1,1,126488.7,0,0,1,0
7479,611,15709487,Wakelin,656,Spain,1,36,4,62397.41,2,0,0,116519.05,0,1,0,0
7480,1325,15745324,Tung,667,France,0,44,5,62397.41,2,0,0,126714.67,0,0,1,0
7481,1723,15780124,Miller,554,Germany,0,37,5,135545.51,1,1,0,113767.96,0,0,0,0
7482,6500,15809999,Lorenzo,647,France,0,58,6,155705.78,1,0,0,139152.97,1,0,1,0
7483,1291,15658956,Carpenter,528,France,1,47,5,131172.46,1,1,0,139239.36,1,0,1,0
7484,3815,15734737,Nnaife,596,Germany,1,44,6,138021.3,2,0,1,92162.18,0,0,0,0
7485,4927,15572022,Storey,690,France,0,45,4,102713.75,1,1,0,106476.56,1,0,1,0
7486,5187,15668057,Ogbonnaya,733,Spain,0,34,4,62397.41,2,1,1,128481.15,0,1,0,0
7487,3445,15777211,Chiu,718,Germany,1,54,3,100545.74,1,1,1,139152.17,0,0,0,0
7488,1022,15719561,Iloerika,634,France,0,42,4,103862.67,1,1,1,106484.53,0,0,1,0
7489,7959,15711288,Holland,522,Germany,1,39,6,151012.83,1,1,0,125582.18,0,0,0,0
7490,7058,15579548,Fuller,639,Germany,1,41,3,126309.38,2,1,0,90714.48,0,0,0,0
7491,3621,15649451,Lo,735,France,0,35,3,62397.41,2,1,0,77090.61,0,0,1,0
7492,8045,15812230,Marshall,641,Germany,1,41,3,119891.5,1,1,1,80208.94,0,0,0,0
7493,9949,15804962,Forster,677,France,0,42,3,128770.72,2,1,0,72277.79,0,0,1,0
7494,2365,15794479,Valenzuela,493,France,0,39,6,62397.41,1,1,1,63404.99,0,0,1,0
7495,2880,15618018,Chinweuba,556,France,1,36,6,62397.41,2,1,0,65946.88,0,0,1,0
7496,5615,15624850,Milano,697,Spain,0,42,3,62397.41,2,1,0,66344.65,0,1,0,0
7497,3829,15729246,De Salis,603,France,1,35,5,62397.41,2,0,0,125282.78,0,0,1,0
7498,9322,15748552,Duncan,589,France,1,45,4,62397.41,2,1,0,64926.22,0,0,1,0
7499,8121,15800784,Doherty,584,Spain,0,44,3,112689.52,1,0,0,111177.54,0,1,0,0
7500,4081,15679394,Suttor,692,Germany,0,54,6,140988.94,2,0,1,106875.05,0,0,0,0
7501,8410,15569624,Kay,576,Spain,0,32,6,134600.27,1,0,1,134384.53,0,1,0,0
7502,5684,15566253,Lavarack,711,France,0,41,5,103214.53,2,0,1,103401.32,0,0,1,0
7503,8936,15771855,Mai,603,France,1,39,3,62397.41,1,0,0,72803.93,0,0,1,0
7504,4857,15677317,Capon,696,France,1,38,3,104806.88,1,1,1,89548.58,0,0,1,0
7505,6975,15583597,Ellis,753,Spain,1,51,7,62397.41,2,1,1,71852.04,0,1,0,0
7506,6407,15691874,Ellis,576,Germany,1,50,3,113676.1,1,1,0,114042.83,1,0,0,0
7507,779,15569430,Hsia,549,France,0,60,3,84397.88,3,1,0,137283.54,1,0,1,0
7508,4255,15622750,Dellucci,573,France,1,43,6,107425.19,1,1,1,97833.68,0,0,1,0
7509,195,15733234,Pisani,739,Spain,0,48,3,154513.47,1,1,1,63235.62,0,1,0,0
7510,5646,15811927,Chijindum,636,Germany,0,40,6,119668.82,1,1,0,137766.04,1,0,0,0
7511,4991,15720529,Loggia,603,Spain,1,56,3,62397.41,3,1,0,85833.92,1,1,0,0
7512,8048,15787848,Wilhelm,622,Germany,1,41,7,135652.68,2,1,1,98582.52,0,0,0,0
7513,930,15787035,Lin,601,France,0,39,5,62397.41,2,1,1,90405.92,0,0,1,0
7514,6838,15812470,Welch,753,Germany,0,42,4,89991.07,1,1,1,117026.87,0,0,0,0
7515,6001,15600688,Hamilton,637,Germany,0,42,5,117638.03,2,1,0,106389.77,1,0,0,0
7516,9642,15615670,Chen,661,Spain,1,45,5,62397.41,2,0,0,67802.77,0,1,0,0
7517,2739,15581229,Chidubem,595,Spain,1,44,3,163080.99,1,1,1,105628.06,0,1,0,0
7518,7396,15808582,Somadina,526,France,1,45,3,138874.28,2,1,0,100756.92,0,0,1,0
